state,city,popular_destination,latitude,longitude,interest,google_rating,price_fare
Uttar Pradesh,Agra,Agra fort,27.1795328,78.021112,Cultural & Heritage Sites,4.3,50
Uttar Pradesh,Agra,Fatehpur Sikri,27.0945291,77.6679292,Cultural & Heritage Sites,4.6,0
Uttar Pradesh,Agra,Jahangir Mahal,27.1777367,78.0231589,Cultural & Heritage Sites,4.5,50
Uttar Pradesh,Agra,Jama Masjid,28.6506792,77.2334421,Religious & Spiritual Pilgrimages,4.8,0
Uttar Pradesh,Agra,Humayun's Mosque,27.1824852,78.0393755,Religious & Spiritual Pilgrimages,4.8,0
Uttar Pradesh,Agra,Kinari bazar,28.6549795,77.2308333,Shopping & Markets,4.4,0
Uttar Pradesh,Agra,Sadar bazaar,28.6585105,77.2127305,Shopping & Markets,4.7,0
Uttar Pradesh,Agra,Shah market,27.2044073,78.0053732,Shopping & Markets,4.6,0
Uttar Pradesh,Agra,TDI mall,28.6508395,77.1206205,Shopping & Markets,4.5,0
Uttar Pradesh,Agra,Subhash bazzar,28.9764772,77.7063965,Shopping & Markets,4.8,0
Uttar Pradesh,Agra,Sheesh Mahal,31.5899396,74.3131807,Cultural & Heritage Sites,4,10
Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,25.3108532,83.0106783,Religious & Spiritual Pilgrimages,4.7,0
Uttar Pradesh,Varanasi,Ramnagar Fort,25.2695094,83.0250876,Cultural & Heritage Sites,4.1,25
Uttar Pradesh,Varanasi,Dashashwamedh Ghat ,25.3061863,83.0102857,Religious & Spiritual Pilgrimages,4.4,0
Uttar Pradesh,Varanasi,Sunset Boat Ride on the Ganges,27.40364009,83.00912405,Sightseeing & Exploration,4.2,0
Uttar Pradesh,Varanasi,Sarnath pilgrim spot,25.3715564,83.0252136,Religious & Spiritual Pilgrimages,4,0
Uttar Pradesh,Varanasi,Puran Das Road,25.3176452,82.9739144,Sightseeing & Exploration,4.6,0
Uttar Pradesh,Varanasi,Gol Ganj,25.3176452,82.9739144,Cultural & Heritage Sites,4.3,0
Uttar Pradesh,Varanasi,Mandir Gali,25.3141329,83.0119239,Cultural & Heritage Sites,4.4,0
Uttar Pradesh,Varanasi,Assi Ghat,25.2886478,83.0067619,Religious & Spiritual Pilgrimages,4.3,0
Uttar Pradesh,Varanasi,Godowlia market,25.3100747,83.0096485,Shopping & Markets,4.5,0
Uttar Pradesh,Varanasi,The Banarasi Silk Emporium,25.315424,82.9975498,Shopping & Markets,4.7,0
Uttar Pradesh,Lucknow,Bara Imambara,26.8685168,80.9127127,"	Cultural & Heritage Sites",4.4,50
Uttar Pradesh,Lucknow,Chhota Imambara,26.8742913,80.9046688,"	Cultural & Heritage Sites",4.8,30
Uttar Pradesh,Lucknow,Hazratganj market,26.8541536,80.9447827,Shopping & Markets,4.9,0
Uttar Pradesh,Lucknow,British Residency,26.8606372,80.9267863,Cultural & Heritage Sites,4.5,0
Uttar Pradesh,Lucknow,Marine Drive,18.9432111,72.8229983,Sightseeing & Exploration,4.3,0
Uttar Pradesh,Lucknow,Chowk market,26.8658585,80.9112496,Shopping & Markets,4.3,0
Uttar Pradesh,Lucknow,Phoenix United mall,26.798631,80.8969707,Shopping & Markets,4.3,0
Uttar Pradesh,Mathura,Kusum Sarovar,27.511932,77.4786939,Natural Landscapes & Wildlife,4.4,0
Uttar Pradesh,Mathura,Govardhan hills trekking,27.473,77.444,Adventure & Outdoor Activities,4.7,0
Uttar Pradesh,Mathura," Dwarkadhish Temple,",22.2371082,68.9676255,"	Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0
Uttar Pradesh,Mathura,Vishram ghat,27.5025614,77.6890687,"	Religious & Spiritual Pilgrimages, Natural Landscapes & Wildlife",4.3,0
Uttar Pradesh,Mathura,Tilak Dwar market,27.4990503,77.6847491,Shopping & Markets,4.5,0
Uttar Pradesh,Mathura,Krishna Nagar market,28.6509821,77.286333,Shopping & Markets,4.3,0
Uttar Pradesh,Mathura,Krishna Janmabhoomi temple,27.5048884,77.66978,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.7,0
Uttar Pradesh,Ayodhya,Sita ki rasoi,26.7921605,82.1997954,Religious & Spiritual Pilgrimages,4,300
Uttar Pradesh,Ayodhya,Treta-ke-Thakur,26.7921605,82.1997954,Religious & Spiritual Pilgrimages,4.6,80
Uttar Pradesh,Ayodhya,Gulab bari,26.7798857,82.1575316,Natural Landscapes & Wildlife,4.3,0
Uttar Pradesh,Ayodhya, Kanak Bhawan ,26.7980174,82.1992155,Religious & Spiritual Pilgrimages,4.5,0
Uttar Pradesh,Ayodhya, Nageshwarnath Temple,26.808995,82.2056474,Religious & Spiritual Pilgrimages,4.7,0
Uttar Pradesh,Ayodhya,Hanuman Garhi,26.7952876,82.2016429,Religious & Spiritual Pilgrimages,4.5,0
Uttar Pradesh,Ayodhya,Ram Janmabhoomi,26.795688,82.194431,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0
Uttar Pradesh,Vrindavan,Govind Devji Temple,26.9288341,75.8240701,Religious & Spiritual Pilgrimages,4.9,0
Uttar Pradesh,Vrindavan,Nidhivan,27.5842125,77.6979595,Natural Landscapes & Wildlife,4.7,0
Uttar Pradesh,Vrindavan,Prem Mandir ,27.5718524,77.6720096,Religious & Spiritual Pilgrimages,4.6,0
Uttar Pradesh,Vrindavan,ISKCON temple.,27.5621036,77.6324313,Religious & Spiritual Pilgrimages,4.3,0
Uttar Pradesh,Vrindavan,Banke Bihari Temple,27.580148,77.7010816,Religious & Spiritual Pilgrimages,4.8,0
Uttar Pradesh,Allahabad,Triveni Sangam,25.4232879,81.8896873,"	Natural Landscapes & Wildlife, Religious & Spiritual Pilgrimages",4.5,0
Uttar Pradesh,Allahabad,Khusro Bagh,25.4422713,81.8210388,Natural Landscapes & Wildlife,4.6,0
Uttar Pradesh,Allahabad,Anand Bhawan,25.4605342,81.8598312,"Arts, Science & Literature Attractions",4.6,0
Uttar Pradesh,Allahabad,Allahabad museum,25.4568486,81.8489522,"	Arts, Science & Literature Attractions",4.4,10
Uttar Pradesh,Allahabad,Allahabad Fort ,25.4295339,81.8768401,Cultural & Heritage Sites,4.7,0
Uttar Pradesh,Allahabad,Allahabad Pillar,25.431335,81.8750618,Cultural & Heritage Sites,4.7,0
Uttar Pradesh,Allahabad,New Yamuna Bridge,27.1152336,78.3686219,"	Sightseeing & Exploration",3.6,0
Uttar Pradesh,Allahabad,All Saints Cathedral,25.27432,81.493504,Religious & Spiritual Pilgrimages,4,0
Uttar Pradesh,Allahabad, Katra Shopping area,25.46962455,81.85626501,Shopping & Markets,4.6,0
Uttar Pradesh,Allahabad,Chowk market,25.4365576,81.8342194,Shopping & Markets,4.2,0
Uttar Pradesh,Allahabad,Civil Lines shopping area,25.4529334,81.8348882,Shopping & Markets,4.2,0
Uttar Pradesh,Allahabad,Ganga Ghat and baandh wale Hanuman ji,25.4290451,81.8850269,Religious & Spiritual Pilgrimages,4.3,0
Uttar Pradesh,Noida,Brahmaputra Market ,28.5698995,77.3328421,Shopping & Markets,4.7,0
Uttar Pradesh,Noida,Grand Venice Mall,28.4525346,77.5263114,Shopping & Markets,4.8,0
Uttar Pradesh,Noida,Stupa 18 Art Gallery,28.5403868,77.3678857,"Arts, Science & Literature Attractions",4.6,25
Uttar Pradesh,Noida,Botanical Gardens of Noida,28.5355161,77.3910265,Natural Landscapes & Wildlife,4.2,50
Uttar Pradesh,Noida,DLF Mall of India,28.5673409,77.3211303,Shopping & Markets,4.8,0
Uttar Pradesh,Noida,Rashtriya Dalit Prerna Sthal and Green Garden,28.5678724,77.3113144,Cultural & Heritage Sites,4.2,0
Uttar Pradesh,Noida,Snow World ,28.5670716,77.321134,Adventure & Outdoor Activities,4.4,600
Uttar Pradesh,Noida,KidZania,28.5647843,77.3220308,Adventure & Outdoor Activities,4.6,700
Uttar Pradesh,Noida,ISKON temple,28.5891805,77.3532039,Religious & Spiritual Pilgrimages,4.5,0
Uttar Pradesh,Noida,Okhla Bird Sanctuary,28.5593695,77.309886,Natural Landscapes & Wildlife,4.3,30
Uttar Pradesh,Aligarh,Aligarh Fort,27.9305608,78.0630535,Cultural & Heritage Sites,4.1,20
Uttar Pradesh,Aligarh,Aligarh's clock tower,27.8955566,78.0739677,Cultural & Heritage Sites,4.2,0
Uttar Pradesh,Aligarh,Chacha Nehru Gyan Pushp museum,27.9112617,78.0673061,Cultural & Heritage Sites,3.6,50
Uttar Pradesh,Aligarh,Rajmangal Publishers ,27.9088506,78.1070889,"Arts, Science & Literature Attractions",4.6,0
Uttar Pradesh,Aligarh,Maulana Azad Library,27.9119918,78.0751391,"Cultural & Heritage Sites, Arts, Science & Literature Attractions",4.7,0
Uttar Pradesh,Aligarh,Jama Masjid ,27.9074375,78.0721875,Religious & Spiritual Pilgrimages,3.8,0
Uttar Pradesh,Aligarh,Khereshwar Temple,27.8974327,78.0880665,Religious & Spiritual Pilgrimages,4.7,0
Uttar Pradesh,Aligarh,Naqvi Park ,27.9025224,78.0735455,Natural Landscapes & Wildlife,4.5,0
Uttar Pradesh,Aligarh,Sky High sky-diving drop zone,27.8973944,78.0880129,Adventure & Outdoor Activities,4.4,0
Uttar Pradesh,Meerut,Augarnath Temple,28.9968175,77.6911618,Religious & Spiritual Pilgrimages,4.8,0
Uttar Pradesh,Meerut,Hastinapur,29.1568812,77.9938497,"Sightseeing & Exploration, Cultural & Heritage Sites",4.5,0
Uttar Pradesh,Meerut,Digambar Jain Temple,29.1520696,77.7790471,Religious & Spiritual Pilgrimages,4.4,0
Uttar Pradesh,Meerut,Gandhi Bagh,29.0073395,77.7027737,Sightseeing & Exploration,4.3,20
Uttar Pradesh,Meerut,Mustafa Castle,28.9966751,77.6958551,Cultural & Heritage Sites,4.7,80
Uttar Pradesh,Meerut,Saint John's Church,29.0127484,77.7085277,Religious & Spiritual Pilgrimages,4.7,0
Uttar Pradesh,Meerut,Abu Lane market,28.9963119,77.7020502,Shopping & Markets,4.4,0
Uttar Pradesh,Meerut,Sadar market,28.9940471,77.7008509,Shopping & Markets,3.6,0
Uttar Pradesh,Meerut,The Shopprix mall,28.9484829,77.6753675,Shopping & Markets,3.8,0
Uttar Pradesh,Meerut,Shapir ki Dargah,28.9844618,77.7064137,Religious & Spiritual Pilgrimages,4,0
Uttar Pradesh,Meerut,Suraj Kund Temple,28.9770744,77.7148038,Religious & Spiritual Pilgrimages,4.8,0
Uttar Pradesh,Kanpur,Allen Forest Zoo,26.5028694,80.3031232,Natural Landscapes & Wildlife,4.7,0
Uttar Pradesh,Kanpur,Ram Janki Mandir,26.449923,80.3318736,Religious & Spiritual Pilgrimages,4.7,0
Uttar Pradesh,Kanpur,Sisamau Bazaar,26.4686173,80.3247923,Shopping & Markets,4.7,0
Uttar Pradesh,Kanpur,Kanpur Sangrahalaya museum,26.4715334,80.3610849,"Arts, Science & Literature Attractions",4.6,5
Uttar Pradesh,Kanpur,Becon Ganj,26.4679038,80.3411542,Shopping & Markets,4.4,0
Uttar Pradesh,Kanpur,ISKON temple,26.5392422,80.2618033,Religious & Spiritual Pilgrimages,4.4,0
Uttar Pradesh,Kanpur,Jain Glass Temple,26.4672925,80.352937,Religious & Spiritual Pilgrimages,4.8,0
Uttar Pradesh,Kanpur,Valmiki Ashram temple,26.5969791,80.2709045,Religious & Spiritual Pilgrimages,4.6,0
Uttar Pradesh,Kanpur,PPN market,26.4748119,80.3434167,Shopping & Markets,4.8,0
Uttar Pradesh,Kanpur,Moti Mall,26.4812268,80.2999996,Shopping & Markets,4.3,0
Uttar Pradesh,Kanpur,sweets at Civil Lines,26.4750346,80.3532749,Shopping & Markets,4.2,0
Uttar Pradesh,Kanpur,Z-Square mall,26.4732721,80.352673,Shopping & Markets,4.4,0
Jammu and Kashmir,Srinagar,Dal Lake,34.1105857,74.8682569,Natural Landscapes & Wildlife,4.6,0
Jammu and Kashmir,Srinagar,Shankaracharya Temple,34.0789218,74.8437241,"	Religious & Spiritual Pilgrimages",4.8,0
Jammu and Kashmir,Srinagar,Shopping at Lal Chowk,34.0713272,74.8106242,Shopping & Markets,4.4,0
Jammu and Kashmir,Srinagar,Shopping at Badshah Chowk,34.0725231,74.8090733,Shopping & Markets,4.4,0
Jammu and Kashmir,Srinagar,Indira Gandhi Memorial Tulip Garden,34.0960382,74.8784422,Natural Landscapes & Wildlife,4.7,0
Jammu and Kashmir,Srinagar,Manasabal Lake,34.2471776,74.6707823,Natural Landscapes & Wildlife,4.7,0
Jammu and Kashmir,Srinagar,Hazratbal Mosque,34.1289329,74.8424909,"	Religious & Spiritual Pilgrimages",4.4,0
Jammu and Kashmir,Srinagar,"Rafting , Gondola ride at Sonmarg",34.3031616,75.293111,Adventure & Outdoor Activities,4.8,0
Jammu and Kashmir,Srinagar,Skiing in Gulmarg,34.0483704,74.3804791,Adventure & Outdoor Activities,4.5,370
Jammu and Kashmir,Srinagar,Chashme Shahi Garden,34.0860292,74.8877689,Natural Landscapes & Wildlife,4,0
Jammu and Kashmir,Srinagar,Shalimar Bagh,34.1495248,74.8729246,Natural Landscapes & Wildlife,4,0
Jammu and Kashmir,Srinagar,Dachigam National Park,34.1371836,75.03775,Natural Landscapes & Wildlife,3.8,250
Jammu and Kashmir,Srinagar,Betaab Valley ,34.0540604,75.3638888,Natural Landscapes & Wildlife,3.8,0
Jammu and Kashmir,Srinagar,Aru Valley – For daring expeditions ,34.0921618,75.2632189,Adventure & Outdoor Activities,3.7,0
Jammu and Kashmir,Srinagar,Sinthan top,33.5811029,75.5102349,Natural Landscapes & Wildlife,4.7,0
Jammu and Kashmir,Srinagar,Pari mahal,34.0811939,74.877152,Natural Landscapes & Wildlife,4.8,40
Jammu and Kashmir,Srinagar,Doodh Pathri,33.8508928,74.5630486,Natural Landscapes & Wildlife,4.5,0
Jammu and Kashmir,Srinagar, Jamia Masjid Mosque ,53.3574109,-1.4819864,Religious & Spiritual Pilgrimages,4.4,0
Jammu and Kashmir,Srinagar,Chandanwari,34.0144741,75.3186241,"	Adventure & Outdoor Activities",4.2,0
Jammu and Kashmir,Jammu,Vaishno Devi,33.0308295,74.9490416,Religious & Spiritual Pilgrimages,4.7,0
Ladakh,Leh,Pangong Tso,33.7595131,78.6674404,Natural Landscapes & Wildlife,4.9,20
Ladakh,Leh,Hemis National Park,33.7187211,77.3882224,Natural Landscapes & Wildlife,4.5,0
Ladakh,Leh,Hunder – Try Bactrian Camel Safari,34.5752836,77.4988753,Adventure & Outdoor Activities,4.7,0
Ladakh,Leh,Khardungla Pass – Visit Highest Cafeteria In The World,34.2787271,77.6046756,Adventure & Outdoor Activities,4.7,0
Ladakh,Leh,Zanskar Valley Tour,33.562562,76.987755,Natural Landscapes & Wildlife,4,0
Ladakh,Leh,Spituk Gompa Trek,34.1260631,77.5258614,Religious & Spiritual Pilgrimages,4,0
Ladakh,Leh,Lamayuru – For Stargazing,34.1525864,77.5770535,Sightseeing & Exploration,4,0
Ladakh,Leh,Chadar Trek ,34.1448306,77.5643291,Adventure & Outdoor Activities,3.5,0
Ladakh,Leh,Drang Drung Glacier ,34.1525864,77.5770535,Natural Landscapes & Wildlife,3.8,0
Ladakh,Leh,Main Bazaar ,34.163644,77.5855065,Shopping & Markets,4.7,0
Ladakh,Leh,Shanti Stupa,34.1736196,77.5749988,"	Religious & Spiritual Pilgrimages",4.7,0
Ladakh,Leh,Main Bazaar ,34.163644,77.5855065,Shopping & Markets,4.6,0
Ladakh,Leh,Zorawar Fort,34.1581389,77.5698889,Cultural & Heritage Sites,4.6,225
Ladakh,Leh,Changthang Wildlife Sanctuary,34.1525864,77.5770535,Natural Landscapes & Wildlife,4,20
Ladakh,Leh,Hall Of Fame,34.09,77.35,"Arts, Science & Literature Attractions",4.8,0
Ladakh,Leh,Stok Palace Museum,34.0730019,77.5486221,"Arts, Science & Literature Attractions",4.7,50
Ladakh,Leh,Nubra Valley,34.6863146,77.567288,Natural Landscapes & Wildlife,4,0
Ladakh,Leh,Tso Moriri lake,32.9112291,78.3159411,Natural Landscapes & Wildlife,4,0
Ladakh,Leh,Magnetic hill,46.134658,-64.888516,Natural Landscapes & Wildlife,4.2,0
Ladakh,Leh,Chemrey Monastery,33.9590905,77.7890953,Religious & Spiritual Pilgrimages,4.3,0
Ladakh,Leh,Namgyal Tsemo Monastery,34.1672727,77.590485,Religious & Spiritual Pilgrimages,4.7,0
Ladakh,Leh,Thiksey Monastery,34.0559137,77.6677625,Religious & Spiritual Pilgrimages,4.7,20
Ladakh,Kargil,Drass Valley,34.4100265,75.6602598,Natural Landscapes & Wildlife,4.9,0
Ladakh,Kargil,Kargil War Memorial,34.4340036,75.8076814,Cultural & Heritage Sites,4.8,0
Ladakh,Diskit,Yarab Tso,34.1514265,77.572562,Natural Landscapes & Wildlife,4.5,0
Ladakh,Diskit,Panamik village,34.7983858,77.5246795,Sightseeing & Exploration,4.6,0
Ladakh,Diskit,Samstanling Monastery,34.36,77.42,Religious & Spiritual Pilgrimages,4.9,0
Ladakh,Diskit,Diskit Monastery,34.5409579,77.5606881,Religious & Spiritual Pilgrimages,4.7,20
West Bengal,Darjeeling,Tiger Hill,26.9966667,88.2944444,Natural Landscapes & Wildlife,4.5,0
West Bengal,Darjeeling,Darjeeling Toy Train,27.0410218,88.2662745,"Adventure & Outdoor Activities,Sightseeing & Exploration",4.8,360
West Bengal,Darjeeling,Darjeeling Ropeway ,27.0614867,88.2537138,"Adventure & Outdoor Activities,Sightseeing & Exploration",5,175
West Bengal,Darjeeling,Chowk Bazaar,23.2587841,77.4016401,Shopping & Markets,4.8,0
West Bengal,Darjeeling,"Himalayan Mountaineering Institute(Museum, Library, Souvenir shop)",27.330132,88.15141804,"Arts, Science & Literature Attractions",4.9,1650
West Bengal,Darjeeling,Darjeeling Rock garden,27.0262862,88.236347,Natural Landscapes & Wildlife,5,10
West Bengal,Darjeeling,"Singalila National Park(camping, bird watching)",27.0371351,88.0762233,Natural Landscapes & Wildlife,4.7,0
West Bengal,Darjeeling,Kanchenjunga peak,27.7024914,88.147535,Natural Landscapes & Wildlife,4.9,20
West Bengal,Darjeeling,Sandakphu trek,26.9930536,88.1203558,"	Adventure & Outdoor Activities",4.4,500
West Bengal,Darjeeling,Teesta river(rafting),26.57695557,89.01279803,"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",5,500
West Bengal,Darjeeling,Happy valley tea estate,27.051391,88.258613,Sightseeing & Exploration,4.9,100
West Bengal,Darjeeling,Lamhatta Eco Park,27.0548913,88.3526049,Natural Landscapes & Wildlife,4.7,0
West Bengal,Darjeeling,Lepchajagat village,27.0127838,88.1992421,Sightseeing & Exploration,4.2,0
West Bengal,Darjeeling,Mahakal temple,23.182905,75.768291,Religious & Spiritual Pilgrimages,4.8,0
West Bengal,Darjeeling,Everest museum,27.9881206,86.9249751,"Arts, Science & Literature Attractions",4.9,0
West Bengal,Darjeeling,Ring Mall,27.0397,88.2648,Shopping & Markets,4.5,0
West Bengal,Darjeeling,Padmaja Naidu zoological park,27.0586099,88.254405,Natural Landscapes & Wildlife,4.5,110
West Bengal,Darjeeling,Nightingale park,27.0537,88.2601,Sightseeing & Exploration,4.9,20
West Bengal,Darjeeling,Dali Monastery,27.0237303,88.2547445,Religious & Spiritual Pilgrimages,4.3,0
West Bengal,Darjeeling,Ghoom monastery market,27.0008384,88.2436844,Shopping & Markets,4.4,0
West Bengal,Darjeeling,Teesta bazaar,27.0662177,88.4246364,Shopping & Markets,4.4,0
West Bengal,Darjeeling,Mall road,27.2,88.15,Shopping & Markets,4.9,0
West Bengal,Siliguri,Jaldapara National Park,26.6905136,89.2805351,Natural Landscapes & Wildlife,4.4,250
West Bengal,Siliguri,Salugara monastery,26.7670442,88.4452226,Religious & Spiritual Pilgrimages,4.6,0
West Bengal,Siliguri,ISKON temple,26.729,88.4433,Religious & Spiritual Pilgrimages,4.4,0
West Bengal,Siliguri,Mahananda Wildlife Sanctuary,26.7961932,88.3630076,Natural Landscapes & Wildlife,4.4,500
West Bengal,Siliguri,Hong Kong market,22.3193039,114.1693611,Shopping & Markets,4.4,0
West Bengal,Siliguri,North Bengal Science centre,26.7230488,88.3868987,"Arts, Science & Literature Attractions",4.3,50
West Bengal,Siliguri,Sepoy Dhura Tea garden,26.8372379,88.3457906,Sightseeing & Exploration,4.2,25
West Bengal,Sundarbans,Sundarbans National Park,21.8842354,88.8853765,Natural Landscapes & Wildlife,4.4,60
West Bengal,Sundarbans,Burirdabri Forest camp,22.077495,89.0293676,Adventure & Outdoor Activities,3.4,600
West Bengal,Sundarbans,Sajnekhali Wildlife Sanctuary,22.1237762,88.8313005,Natural Landscapes & Wildlife,4.4,550
West Bengal,Sundarbans,Kotka beach,21.8449338,89.7960898,Natural Landscapes & Wildlife,4.4,0
West Bengal,Sundarbans,Hiron point,21.8162132,89.4626047,Natural Landscapes & Wildlife,4.2,0
West Bengal,Sundarbans,Dublar Char island,21.7728061,89.5591963,Natural Landscapes & Wildlife,4.4,0
West Bengal,Sundarbans,Bhagatpur crocodile project,21.46,88.18,Natural Landscapes & Wildlife,4.4,50
West Bengal,Murshidabad,Katra Masjid,24.184853,88.288056,Cultural & Heritage Sites,4.5,0
West Bengal,Murshidabad,Hazarduari Palace,24.1863376,88.2876731,Cultural & Heritage Sites,4.4,5
West Bengal,Murshidabad,Jahan Kosha cannon,24.1782162,88.2687913,Cultural & Heritage Sites,4.5,0
West Bengal,Murshidabad,Murshidabad District museum,24.1759039,88.2933334,Cultural & Heritage Sites,4.4,0
Odisha,Puri,Jagannath Temple,19.8049379,88.2801785,"	Religious & Spiritual Pilgrimages",4.7,0
Odisha,Puri,Puri beach,19.794749,85.8179386,Natural Landscapes & Wildlife,4.6,0
Odisha,Puri,Raghurajpur Artist village,19.8855117,85.8252882,"Arts, Science & Literature Attractions",4.4,0
Odisha,Puri,Chilika lake,19.8449627,85.8257455,Natural Landscapes & Wildlife,4.4,0
Odisha,Konark,Konark Sun Temple,19.8875953,85.4788065,Religious & Spiritual Pilgrimages,3.9,40
Odisha,Konark,Chandrabhaga beach,19.8920686,86.0945364,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.2,0
Odisha,Konark,Lingaraj Temple,20.2384519,86.091184,"Cultural & Heritage Sites, Religious & Spiritual Pilgrimages",4.9,0
Odisha,Konark,ASI Museum,19.8920686,85.8337767,"Arts, Science & Literature Attractions",4.9,850
Odisha,Konark,Ramchandi beach and water sports,19.8920686,86.091184,"	Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.2,0
Odisha,Rourkela,Jagannath Temple,22.2478283,86.091184,Religious & Spiritual Pilgrimages,3.9,0
Odisha,Rourkela,Indira Gandhi Park,22.2402062,84.8777569,Sightseeing & Exploration,4,0
Odisha,Rourkela,Pitamahal dam,22.2273546,84.8747082,Natural Landscapes & Wildlife,3.6,0
Odisha,Rourkela,VIP market,22.2477991,84.7472931,Shopping & Markets,4,0
Odisha,Rourkela,Hanuman Vatika garden,22.2217242,84.867526,Sightseeing & Exploration,4.9,0
Odisha,Rourkela,Khandadhar Waterfall,22.260423,84.8315341,"	Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.5,0
Odisha,Cuttack,Odisha State Maritime museum,20.4789263,84.8535844,"Arts, Science & Literature Attractions",4.2,0
Odisha,Cuttack,Bhitarkanika Wildlife Sanctuary,20.462521,85.8961823,Natural Landscapes & Wildlife,4.6,20
Odisha,Cuttack,State Botanical garden,20.462521,85.8829895,Natural Landscapes & Wildlife,4.2,50
Odisha,Cuttack,Deer Park,20.4883078,85.8829895,Natural Landscapes & Wildlife,4.9,25
Odisha,Cuttack,Netaji museum,20.4700673,85.8619087,"Arts, Science & Literature Attractions",4.8,0
Odisha,Cuttack,Dhabaleshwar Island,20.462521,85.8668001,Sightseeing & Exploration,4.5,0
Odisha,Cuttack,Barabati Fort,20.4845311,85.8829895,Cultural & Heritage Sites,4.5,0
Odisha,Sambalpur,Hirakud Dam,21.5305898,85.8651767,Natural Landscapes & Wildlife,4.5,0
Odisha,Sambalpur,Debrigarh Wildlife Sanctuary,21.4668716,83.8704949,Natural Landscapes & Wildlife,4.8,40
Odisha,Sambalpur,Ghanteswari temple,21.3546732,83.9811665,"	Religious & Spiritual Pilgrimages",4,0
Odisha,Sambalpur,Gudguda waterfall,21.4668716,83.9192152,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.7,0
Odisha,Berhampur,Khasada waterfall,19.2558881,83.9811665,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.4,0
Odisha,Berhampur,Aryapalli beach,19.3149618,84.2332104,Natural Landscapes & Wildlife,4.9,0
Odisha,Berhampur,Bada bazaar,19.3149618,84.7940911,Shopping & Markets,4.1,0
Odisha,Berhampur,Sana bazaar,19.3156111,84.7940911,Shopping & Markets,3.9,0
Odisha,Berhampur,Gopalpur Beach,19.3149618,84.780999,Natural Landscapes & Wildlife,4,0
Odisha,Berhampur,Tara Tarini Temple,19.3149618,84.7940911,Religious & Spiritual Pilgrimages,4.6,0
Odisha,Keonjhar,Hadargarh reservoir,21.628933,84.7940911,Natural Landscapes & Wildlife,3.9,10
Odisha,Keonjhar,Gundichaghagi waterfall,21.3482992,85.5816847,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.3,0
Odisha,Keonjhar,Sitabinji Fresco painting and rock inscription,21.5024021,85.8221225,Cultural & Heritage Sites,4.9,0
Odisha,Keonjhar,Sanaghagara Waterfall,21.632772,85.7692277,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.3,0
Odisha,Balasore,Kshirachora Gopinatha Temple,21.5378777,85.5569556,Religious & Spiritual Pilgrimages,4.2,0
Odisha,Balasore,Balaramgadi beach,21.4727,86.8798117,"Natural Landscapes & Wildlife,Adventure & Outdoor Activities,  Sightseeing & Exploration",4.4,0
Odisha,Balasore,Kuldiha Wildlife sanctuary,21.4092041,86.18,Natural Landscapes & Wildlife,4.9,40
Odisha,Balasore,Chandipur Beach,21.4518786,86.7301665,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",4.2,0
Tamil Nadu,Chennai,Marina Beach,13.0499526,87.0406081,"Natural Landscapes & Wildlife, Adventure & Outdoor Activities",3.9,0
Tamil Nadu,Chennai,Mahabalipuram,12.6207821,80.2824026,Cultural & Heritage Sites,4.8,0
Tamil Nadu,Chennai,Water activities at Muttukadu,12.8270232,80.1944915,Adventure & Outdoor Activities,4.6,130
Tamil Nadu,Chennai,Queensland amusement park,13.0300355,80.240321,"Adventure & Outdoor Activities, Sightseeing & Exploration",5,550
Tamil Nadu,Chennai,Pondy bazaar,13.0398891,80.0276134,Shopping & Markets,4,0
Tamil Nadu,Chennai,Birla Planetarium,22.5455141,80.2368745,"Arts, Science & Literature Attractions",4.8,45
Tamil Nadu,Chennai,National Art gallery,13.0696912,88.3473163,"Arts, Science & Literature Attractions",4.2,15
Tamil Nadu,Chennai,Ubbalamadugu falls,13.6041974,80.2561119,Natural Landscapes & Wildlife,4.4,0
Tamil Nadu,Chennai,Pulicat lake,13.0826802,79.84384101,Natural Landscapes & Wildlife,4.7,0
Tamil Nadu,Chennai,Barracuda bay(fishing),13.0826802,80.2707184,"Adventure & Outdoor Activities, Natural Landscapes & Wildlife",4.9,0
Tamil Nadu,Chennai,Scuba diving at Covelong beach,12.7870019,80.2707184,Adventure & Outdoor Activities,4.6,6000
Tamil Nadu,Chennai,Adventure sports at Covelong beach,12.7870019,80.2504447,Adventure & Outdoor Activities,4.9,2000
Tamil Nadu,Chennai,Arignar Anna Zoological park,12.8797685,80.2504447,Natural Landscapes & Wildlife,4.3,50
Tamil Nadu,Chennai,Dakshinachitra museum,13.0038421,80.0808294,Cultural & Heritage Sites,3.9,110
